87: [-79.9443688836507, 40.438997094746995, 287.72036317828304, 15, 153, 71, 21]
88: [-79.94441636396542, 40.43897921244972, 287.7607078591934, 15, 157, 71, 21]
89: [-79.94446384427506, 40.438961330154356, 287.50127355749345, 15, 161, 74, 21]
90: [-79.94451132457965, 40.43894344786091, 287, 14, 162, 74, 21]
91: [-79.94455880487915, 40.43892556556936, 287.0831795236779, 13, 161, 74, 21]
92: [-79.94460776838676, 40.43891051302152, 287.323721164458, 12, 161, 69, 22]
93: [-79.94465838314018, 40.4388986107999, 287.36764660511665, 12, 164, 69, 22]
94: [-79.9447089978895, 40.438886708579254, 287.19668552094987, 12, 168, 69, 22]
95: [-79.94475961263474, 40.438874806359564, 286.92305469326675, 13, 171, 69, 22]
96: [-79.94481022737588, 40.43886290414084, 286.7764913537783, 14, 172, 69, 22]
97: [-79.94486084211294, 40.438851001923084, 286.91497242326386, 13, 169, 69, 22]
98: [-79.94491145684592, 40.43883909970628, 286.7529194401577, 12, 166, 69, 22]
99: [-79.94496207157479, 40.43882719749043, 286.38852297887206, 11, 166, 70, 22]
100: [-79.94501309396068, 40.43881641312242, 286.0703609054029, 11, 167, 70, 22]
101: [-79.9450645276051, 40.438806756470825, 286.0096174892918, 11, 170, 70, 22]
102: [-79.94511596124602, 40.43879709981989, 286.44756810019345, 12, 173, 70, 22]
103: [-79.94516739488346, 40.4387874431696, 286.49895110930623, 12, 175, 70, 22]
104: [-79.94521882851741, 40.43877778651997, 285.98332704032396, 12, 178, 70, 22]
105: [-79.94527026214789, 40.438768129871, 285.6984317729186, 11, 178, 70, 22]
106: [-79.9453216957749, 40.438758473222684, 285.426708498504, 10, 175, 62, 22]
107: [-79.9453731293984, 40.438748816575014, 285, 10, 176, 62, 22]
108: [-79.94542456301843, 40.438739159928005, 285, 9, 179, 62, 22]
109: [-79.945475996635, 40.43872950328165, 285, 8, 192, 62, 22]
110: [-79.94552824654896, 40.4387233431909, 285, 7, 201, 62, 22]
111: [-79.94558090266521, 40.43871892303784, 285, 6, 207, 62, 22]
112: [-79.94563355877975, 40.43871450288492, 285, 5, 224, 51, 22]
113: [-79.94568623399297, 40.438711742215446, 284.89143670159797, 5, 236, 51, 22]
114: [-79.945738983768, 40.438715459610215, 284.57963857169204, 5, 232, 51, 22]
115: [-79.94579173354447, 40.43871917700509, 284.2372430964255, 6, 223, 33, 22]
116: [-79.94584396218526, 40.43872535477879, 284.02488371148104, 7, 210, 33, 22]
117: [-79.94589557448089, 40.43873444243236, 284.38045404070186, 8, 195, 33, 22]
118: [-79.94594718677982, 40.43874353008651, 284.8269760692492, 7, 184, 33, 22]
119: [-79.94599879908206, 40.43875261774126, 285, 6, 181, 0, 23]
120: [-79.94604825682097, 40.438767039056025, 284.87092206439036, 4, 190, 0, 23]
121: [-79.94609766218399, 40.438781590040605, 284.52760875434126, 2, 215, 0, 23]
122: [-79.94614706755165, 40.43879614102656, 284.72929250324836, 2, 121, 0, 23]
123: [-79.94619647292396, 40.438810692013874, 285, 2, 76, 0, 23]
124: [-79.94624587830093, 40.43882524300257, 284.8356576617807, 2, 254, 0, 23]
125: [-79.94629528368255, 40.43883979399263, 284.3982336874993, 2, 299, 0, 23]
126: [-79.94634468906881, 40.43885434498406, 284.0289213853807, 2, 271, 0, 23]
127: [-79.94638330407659, 40.4388814468867, 284, 3, 253, 0, 23]
128: [-79.94642060507802, 40.43891007719185, 284, 4, 226, 0, 23]
129: [-79.94645790608337, 40.438938707500014, 283.9758112882733, 5, 245, 0, 23]
130: [-79.94649520709267, 40.43896733781121, 284, 7, 263, 0, 23]
131: [-79.94652688654556, 40.43899940094326, 283.9027425246313, 8, 259, 0, 23]
132: [-79.94655552463274, 40.43903332129424, 283.36907177614114, 7, 262, 0, 23]
133: [-79.94658416272205, 40.43906724164771, 283.19015626206414, 7, 263, 0, 23]
134: [-79.94661280081347, 40.43910116200369, 282.9311468593071, 8, 251, 0, 23]
135: [-79.946641438907, 40.439135082362164, 282.2689879405807, 6, 245, 0, 23]
136: [-79.94667007700264, 40.43916900272314, 281.87200281838324, 6, 249, 0, 23]
137: [-79.94669871510038, 40.43920292308662, 281.948594789719, 7, 237, 0, 23]
138: [-79.94672564271042, 40.43923748163744, 282.30187787817334, 5, 228, 0, 23]
139: [-79.94674333147731, 40.43927548720684, 282.42960503161885, 4, 261, 0, 23]
140: [-79.94676102024475, 40.43931349277745, 282.2235159538686, 5, 274, 0, 23]
141: [-79.94677870901275, 40.439351498349254, 282.0174268693663, 5, 278, 0, 23]
142: [-79.9467963977813, 40.43938950392225, 281.848685058506, 4, 259, 0, 23]
143: [-79.9468140865504, 40.43942750949644, 281.7567672736986, 4, 235, 0, 23]
144: [-79.94683177532008, 40.43946551507183, 281.9793460135, 3, 224, 0, 23]
145: [-79.9468494640903, 40.439503520648415, 282, 3, 268, 0, 23]
146: [-79.9468671528611, 40.4395415262262, 281.87079048901796, 3, 309, 0, 23]
147: [-79.94688615229657, 40.43957915301967, 281.29479611618444, 3, 225, 0, 23]
148: [-79.94690606657342, 40.43961651542248, 281.14788894828575, 3, 187, 0, 23]
149: [-79.94692598085106, 40.43965387782675, 281.256076015213, 2, 249, 0, 23]
150: [-79.94694589512949, 40.43969124023249, 281.06956743006594, 2, 281, 0, 23]
151: [-79.94696580940871, 40.4397286026397, 281, 2, 242, 0, 23]
152: [-79.94698572368868, 40.43976596504837, 281, 2, 259, 0, 23]
153: [-79.947013679879, 40.43980003375775, 281, 1, 336, 0, 23]
154: [-79.94704367987828, 40.439833265393304, 281, 2, 319, 0, 23]
155: [-79.94707367987992, 40.439866497031495, 281, 2, 209, 0, 23]
156: [-79.94710367988395, 40.439899728672316, 281, 2, 241, 0, 23]
157: [-79.94713567929621, 40.43993170775638, 280.8978405194357, 3, 299, 0, 23]
158: [-79.94717276174302, 40.43996050249467, 280.45704552158713, 3, 150, 0, 23]
159: [-79.94720984419374, 40.43998929723598, 280.01625028718263, 3, 7, 0, 23]
160: [-79.94724692664835, 40.44001809198032, 280, 3, 91, 0, 23]
161: [-79.94728400910685, 40.44004688672767, 280, 3, 59, 0, 23]
162: [-79.94732109156924, 40.44007568147805, 280, 3, 26, 0, 23]
163: [-79.9473590679638, 40.44010379204044, 280, 3, 33, 0, 23]
164: [-79.94739711183871, 40.44013185096074, 280, 3, 96, 0, 23]
165: [-79.94743515571773, 40.44015990988406, 280, 3, 235, 0, 23]
166: [-79.94747319960082, 40.4401879688104, 279.97494387999177, 3, 328, 0, 23]
167: [-79.94751124348801, 40.44021602773976, 279.5454111411236, 3, 172, 0, 23]
168: [-79.9475492873793, 40.44024408667214, 279.1158781759441, 3, 20, 0, 23]
169: [-79.94758733812276, 40.440272140220465, 279.27716918077, 3, 72, 0, 23]
170: [-79.94762545725487, 40.440300139971065, 279.21859004015255, 4, 57, 0, 22]
171: [-79.9476635763911, 40.440328139724684, 279.12119783158414, 4, 26, 0, 22]
172: [-79.94770132302534, 40.440356393638076, 279.128459491767, 4, 32, 21, 24]
173: [-79.94773374421177, 40.440388281045394, 278.9185342730358, 5, 40, 21, 24]
174: [-79.94776616540109, 40.44042016845554, 278.7028092388069, 5, 37, 21, 24]
175: [-79.94779544655157, 40.440453571740484, 278.75305742155433, 5, 26, 21, 24]
176: [-79.94781953090043, 40.44048948381025, 278.3592714308761, 5, 49, 21, 24]
177: [-79.94784361525063, 40.440525395882005, 278, 4, 178, 21, 24]
178: [-79.94786452188491, 40.440562391532374, 278, 3, 307, 21, 23]
179: [-79.94788370346794, 40.44059997541272, 278, 2, 327, 21, 23]
180: [-79.94790288505168, 40.44063755929444, 277.91982671176083, 1, 294, 21, 23]
181: [-79.94791914999591, 40.44067580812145, 277.3702452195088, 1, 279, 21, 23]
182: [-79.94793027641926, 40.44071522844322, 277, 1, 322, 21, 23]
183: [-79.94794140284274, 40.440754648765505, 277, 2, 321, 21, 23]
184: [-79.94795252926637, 40.4407940690883, 277, 2, 319, 21, 23]
185: [-79.94795774873589, 40.440834152893586, 277, 3, 322, 47, 22]
186: [-79.94796205905882, 40.440874338816265, 277, 4, 310, 47, 22]
187: [-79.9479607467591, 40.440914268374314, 277, 5, 298, 47, 22]
188: [-79.94795016331639, 40.440953775212755, 277, 7, 290, 47, 22]
189: [-79.94793957987356, 40.44099328205166, 276.82075520929914, 8, 287, 47, 22]
190: [-79.94791511375477, 40.4410283080266, 276.8020112235853, 7, 286, 47, 22]
191: [-79.94788515336946, 40.44106156063812, 277, 6, 285, 47, 22]
192: [-79.94785519298178, 40.44109481325227, 277, 5, 283, 55, 22]
193: [-79.94782059829595, 40.44112497777954, 277, 5, 285, 55, 22]
194: [-79.94778124812638, 40.44115197346592, 277.07334104427775, 4, 284, 55, 22]
195: [-79.94774195124053, 40.4411790132504, 277.1560336641077, 3, 281, 55, 22]
196: [-79.94770332336718, 40.4412066066334, 277.71209134779957, 4, 284, 55, 22]
197: [-79.9476646954896, 40.44123420001941, 277.98745191764425, 4, 283, 63, 21]
198: [-79.94762606760781, 40.44126179340843, 278, 4, 282, 63, 21]
199: [-79.94758743972181, 40.44128938680046, 278, 4, 289, 63, 21]
200: [-79.9475488118316, 40.44131698019551, 278, 4, 292, 63, 21]
201: [-79.94751018393715, 40.44134457359356, 278, 4, 290, 43, 23]
202: [-79.94747155603851, 40.441372166994626, 278, 4, 290, 43, 23]
203: [-79.9474320214701, 40.44139888210027, 278.4057850551326, 4, 283, 43, 23]
204: [-79.94738765316245, 40.44142091470247, 278.92271330580115, 3, 274, 43, 23]
205: [-79.9473432848497, 40.4414429473072, 279, 3, 270, 43, 23]
206: [-79.94729891653185, 40.44146497991447, 279, 3, 271, 30, 23]
207: [-79.9472545482089, 40.44148701252427, 279, 3, 274, 30, 23]
208: [-79.94720270961677, 40.44149295910817, 279.00018176756953, 2, 267, 30, 23]
209: [-79.94715000384758, 40.44149703836703, 279.04480690266774, 3, 256, 30, 23]
210: [-79.94709729807681, 40.44150111762603, 279.39395232816935, 3, 251, 30, 23]
211: [-79.94704581717846, 40.44149265088009, 279.9053911808878, 4, 253, 30, 23]
212: [-79.94699448233288, 40.44148268819413, 280, 4, 264, 0, 31]
213: [-79.94694314749088, 40.44147272550886, 280.101579739945, 4, 274, 0, 31]
214: [-79.94689181265245, 40.44146276282429, 280.6996739571914, 6, 279, 0, 31]
215: [-79.9468404778176, 40.44145280014041, 281.2977681325283, 6, 281, 0, 31]
216: [-79.94678931087316, 40.44144235570929, 281.89390624291264, 5, 281, 0, 31]
217: [-79.94673822717002, 40.44143167242667, 282, 5, 278, 0, 31]
218: [-79.94668714347065, 40.44142098914483, 282.17527568922776, 5, 274, 0, 31]
219: [-79.94663605977506, 40.441410305863776, 282.76371061678253, 4, 270, 0, 31]
220: [-79.94658497608324, 40.44139962258351, 283, 4, 269, 0, 31]
221: [-79.9465338923952, 40.44138893930404, 283, 4, 272, 0, 31]
222: [-79.94648280871093, 40.44137825602536, 283.4649152569473, 4, 279, 0, 31]
223: [-79.94643172503042, 40.44136757274746, 284.0551043303749, 5, 288, 0, 31]
224: [-79.9463806413537, 40.44135688947035, 284.65525124338455, 5, 288, 0, 31]
225: [-79.94632955768076, 40.441346206194034, 285, 5, 286, 0, 31]
226: [-79.94627847401158, 40.44133552291851, 285, 5, 283, 0, 71]
227: [-79.94622739034618, 40.44132483964377, 285.4407548927702, 4, 280, 0, 24]
228: [-79.94617630668455, 40.44131415636982, 286, 4, 279, 0, 24]
229: [-79.94612522302668, 40.44130347309666, 286, 3, 278, 0, 24]
230: [-79.94607413937261, 40.441292789824296, 286.2262581468094, 3, 278, 0, 24]
231: [-79.9460230557223, 40.44128210655271, 286.8214258104563, 4, 277, 0, 24]
232: [-79.94597197207578, 40.44127142328192, 287, 4, 278, 0, 24]
233: [-79.94592088843302, 40.44126074001192, 287.01176100503653, 5, 281, 0, 24]
234: [-79.94586980479403, 40.44125005674271, 287.6069285366684, 5, 286, 0, 24]
235: [-79.94581872115882, 40.44123937347429, 288, 5, 291, 0, 24]
236: [-79.94576763752738, 40.44122869020666, 288.03445306660365, 4, 297, 0, 24]
237: [-79.94571655389973, 40.44121800693981, 288.51805102211426, 4, 298, 0, 24]
238: [-79.94566547027584, 40.44120732367376, 288.9921906386029, 3, 301, 0, 24]
239: [-79.94561438665573, 40.44119664040849, 289, 4, 301, 0, 24]
240: [-79.94556330303939, 40.441185957144015, 289.17793280188926, 4, 302, 0, 24]
241: [-79.94551221942685, 40.441175273880326, 289.77310002525337, 5, 301, 0, 24]
242: [-79.94546113581806, 40.441164590617426, 290.0090153185873, 5, 301, 0, 24]
243: [-79.94541005221305, 40.441153907355314, 290.18114936549387, 4, 301, 0, 24]
244: [-79.94535896861181, 40.44114322409399, 290.3515688078478, 4, 300, 0, 24]
245: [-79.94530788501436, 40.441132540833465, 290.58967331032795, 4, 304, 0, 24]
246: [-79.94525680142067, 40.44112185757372, 290.91932219801856, 4, 310, 0, 24]
247: [-79.94520571783075, 40.44111117431476, 291, 4, 320, 0, 24]
248: [-79.9451546342446, 40.4411004910566, 291.0057452209294, 4, 328, 0, 24]
249: [-79.94510355066222, 40.44108980779923, 291.61325116269586, 5, 326, 0, 24]
250: [-79.94505246708363, 40.44107912454265, 292, 5, 328, 0, 24]
251: [-79.94500138350881, 40.44106844128685, 292, 5, 337, 0, 24]
252: [-79.94495029993776, 40.441057758031846, 292.21113287794765, 4, 271, 0, 23]
253: [-79.94489921637047, 40.44104707477763, 292.7535554125121, 4, 84, 0, 24]
254: [-79.94484813280698, 40.44103639152421, 292.98700869781896, 3, 8, 0, 24]
255: [-79.94479704924727, 40.441025708271575, 293, 3, 37, 0, 24]
256: [-79.94474596569133, 40.44101502501973, 293, 4, 230, 0, 24]
257: [-79.94469488213915, 40.441004341768675, 293, 5, 327, 0, 24]
258: [-79.94464379859075, 40.44099365851841, 293, 7, 325, 0, 24]
259: [-79.94459271504611, 40.44098297526893, 293, 7, 336, 0, 24]
260: [-79.94454163150526, 40.44097229202024, 293, 7, 351, 0, 24]
261: [-79.94449054796819, 40.44096160877235, 293.17446483333396, 7, 307, 0, 24]
262: [-79.94443946443488, 40.440950925525236, 293.29535786854103, 7, 182, 0, 24]
263: [-79.94438838090535, 40.44094024227891, 293.4589013438672, 8, 28, 0, 24]
264: [-79.9443372973796, 40.44092955903338, 293.62244478054345, 9, 8, 0, 24]
265: [-79.94428621385762, 40.44091887578864, 293.74110809699687, 10, 15, 0, 24]
266: [-79.94423513033941, 40.44090819254468, 293.3301840922839, 10, 15, 0, 23]
267: [-79.94418404682497, 40.44089750930152, 293.5586786084426, 11, 6, 0, 23]
268: [-79.9441329633143, 40.44088682605914, 294.43937486555285, 12, 4, 0, 23]
269: [-79.94408187980741, 40.440876142817565, 294.6876357850813, 12, 7, 0, 23]
270: [-79.94403079630429, 40.44086545957677, 294.5838243789651, 12, 13, 0, 23]
271: [-79.94397971280496, 40.440854776336764, 294.28534229573154, 11, 16, 0, 23]
272: [-79.9439286293094, 40.44084409309754, 294, 9, 24, 0, 23]
273: [-79.94387754581761, 40.44083340985912, 294.11146241565723, 9, 19, 0, 23]
274: [-79.9438264623296, 40.44082272662148, 294.25787705602124, 9, 13, 0, 23]
275: [-79.94377537884534, 40.440812043384625, 294.421420074068, 11, 10, 0, 23]
276: [-79.94372429536487, 40.44080136014856, 294.5849630543962, 12, 90, 29, 24]
277: [-79.94367321188818, 40.440790676913295, 294.7485059965402, 12, 89, 29, 24]
278: [-79.94362212841527, 40.44077999367882, 294.91204890049994, 12, 35, 29, 24]
279: [-79.94357104494613, 40.44076931044513, 295.1217464395589, 11, 11, 29, 24]
280: [-79.94351996148076, 40.440758627212226, 295.2428202681859, 11, 16, 0, 24]
281: [-79.94346887801916, 40.440747943980114, 294.8229244700633, 11, 22, 0, 24]
282: [-79.94341779456133, 40.44073726074879, 294.4671778522776, 11, 48, 0, 24]
283: [-79.94336671110727, 40.440726577518255, 294.1677843662342, 11, 85, 0, 24]
284: [-79.943315627657, 40.44071589428851, 294.3652490437962, 11, 157, 0, 24]
285: [-79.9432645442105, 40.44070521105955, 295.07861140016826, 11, 325, 0, 24]
286: [-79.9432134607678, 40.44069452783138, 295.4407815206796, 11, 127, 0, 23]
287: [-79.94316237732883, 40.440683844604, 295.7099907005501, 10, 8, 0, 23]
288: [-79.94311129389365, 40.44067316137742, 295.68658401868277, 10, 15, 0, 23]
289: [-79.94306021046224, 40.44066247815162, 295.7110183299519, 9, 20, 0, 23]
290: [-79.94300912703461, 40.44065179492661, 295.87456077709794, 7, 24, 0, 23]
291: [-79.94295804361076, 40.440641111702384, 295.5066980442498, 7, 18, 0, 23]
292: [-79.94290696019067, 40.440630428478954, 295.201645557303, 7, 44, 0, 23]
293: [-79.94285587677436, 40.44061974525631, 295.365187890362, 7, 159, 0, 23]
294: [-79.94280479336183, 40.44060906203446, 295.5287301847711, 8, 159, 0, 23]
295: [-79.94275370995307, 40.44059837881339, 295.69227244192734, 8, 103, 0, 23]
296: [-79.94270262654808, 40.44058769559311, 295.92894973367027, 7, 53, 0, 23]
297: [-79.94265154314687, 40.44057701237362, 296.0193568407558, 6, 15, 0, 23]
298: [-79.94260045974943, 40.440566329154926, 296.18289898335934, 5, 28, 0, 23]
299: [-79.94254937635577, 40.44055564593701, 296.2450295501039, 4, 28, 0, 23]
